0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-70.508,-0.425906,0.335188,1.28381,0.152459,0.521357,0.356251,-0.268736,-0.29333,-0.221812,0.192123,-0.0260197,-0.0725054,0.224096,0.0860049,-0.102765,-0.0211937,-0.0369224,0.0128168,-0.0255426
-29.58,0.163316,0.205912,0.302805,-0.622846,-0.137765,-0.290179,-0.261193,0.418407,-0.170139,-0.360288,-0.359119,-0.0743007,-0.159643,-0.365289,0.423107,0.651043,0.348003,-0.388304,-0.254973
-23.2694,0.695314,0.171225,0.649605,-0.0289825,0.349941,0.262922,0.25916,0.005306,-0.0253985,-0.0973541,0.180266,0.0162051,-0.0276199,0.230105,0.260561,0.0419971,-0.174081,0.0440846,0.195873
-22.6892,0.789633,0.300966,0.301043,-0.0375707,-0.124052,-0.268989,0.0771645,0.190555,0.0417724,0.127382,0.24363,0.0173266,0.0881526,0.0912823,0.261907,0.251007,0.206809,0.0803655,-0.160489
-22.7794,0.387392,0.366188,0.237896,-0.00459196,0.203491,0.335621,0.055302,0.0228444,0.0936094,0.0627524,-0.0665592,-0.0666538,-0.00747375,0.0763157,0.195313,-0.0875193,-0.16187,0.100686,0.147948
-22.6558,0.729938,0.429795,0.535544,0.21177,-0.0472577,-0.0894998,-0.0644625,-0.266864,0.032407,0.194848,0.0263036,0.0979576,-0.00816398,-0.00419335,-0.113684,-0.0288974,0.0953854,-0.00204742,0.139673
-23.0677,0.320268,0.277106,0.250251,-0.216903,-0.010028,-0.0372817,0.119042,0.136486,0.221632,0.00684743,-0.0467341,-0.160716,0.0151718,-0.0563803,0.0880293,0.0213025,0.0558256,-0.0766302,0.0370589
-23.1338,0.493426,0.580294,0.30929,-0.0679235,0.216157,-0.0132019,-0.19141,0.0456169,0.0532601,0.268125,0.35474,-0.0434491,-0.0195794,-0.0239832,-0.187575,-0.349024,-0.019372,0.0290272,-0.0511887
-23.0809,0.700617,0.448167,0.209131,0.194207,0.229685,0.263092,0.0730863,0.106878,-0.0522259,0.247265,0.400925,0.25481,0.0523245,0.226016,0.185966,0.16484,-0.245328,-0.241459,-0.0557246
-23.1277,0.543411,0.198227,0.0137718,0.200195,0.142653,0.0829644,0.0725765,0.108588,-0.0265754,0.152167,0.228528,0.171886,0.141065,0.228062,0.0127845,0.0552893,-0.247089,0.00953804,0.0628583
-23.2714,0.228573,0.336235,0.19316,-0.0341425,0.0858518,0.314076,0.128158,0.0273696,-0.00736672,0.0542731,0.419668,-0.0912651,-0.254544,0.402789,0.513804,0.0235144,-0.158391,0.0816969,0.191366
-23.0391,0.803774,0.528619,0.424114,0.208907,0.182929,0.0106291,0.0488947,0.159309,-0.0393123,0.0472356,0.308865,0.0939418,0.0851411,0.0781707,-0.0919333,-0.0554174,-0.223244,-0.0818749,-0.259579
